,text,BIO_anno
7535,不是工行的短话说县城居然没工行啥地方啊,O O B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O
7536,很简单分辨，你不要看这个短信，直接用工商银行正规的app查询，或是打客服电话查询！这样就可以分辨真假了...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
7537,尊享写成尊亨……不过惑的是为什么号是958，可能是骗子,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7538,白金卡年费太了，暂时不打算,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O
7539,佬，推荐的吗,O O O O O O
7540,工行度都0,B-BANK I-BANK I-COMMENTS_N O O
7541,浦发大额也多,B-BANK I-BANK B-COMMENTS_ADJ O O B-COMMENTS_ADJ
7542,招行兴叶光大是我考虑的序，个人亲向招，是我没有工，工作那里没法填，怎么填？,B-BANK I-BANK O O B-BANK I-BANK O O O O O O O O O O O B-BANK O O O O O O O O O O O O O O O O O O O
7543,来请用作单，座机可以填自己的另外一个手机号，招商应该是不打座机的，没有工作不考虑光大，光大首卡要去工作地点拍照...,O O I-PRODUCT O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O
7544,跟卡申请完全没关系，有关系的楼上提了,O I-PRODUCT O O O O O O O O O O O O O O O O
7545,他马了个逼的，我征信该没么问题呀，没有逾记录，也没多少债啊？怎么审批不通过呢？,O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
7546,事，申几次就行了！我连申六次才过去，浦发的就是这样的,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O
7547,有限期，一天就上征信,O O O O O O O O B-PRODUCT I-PRODUCT
7548,你A点一下立即还款，上面自然会显示出最优还款金额，这个金额就是你要还的，如果还完了就会说本期账单已还清。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
7549,更郁闷是，前一阵我的基金也亏钱了,O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O
7550,异地应该都办不了吧工行这的,O O O O O O O O O B-BANK I-BANK O O
7551,旅游小白金还有CIP吗？客服也不清楚。,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
7552,白金卡年我是用大额定存解决的,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O
7553,全球银行000强，20强，工商行在列,O O O O O O O O O O O O O B-BANK I-BANK I-BANK O O
7554,银行定期1.75%，活期0.3%，存1W分别是175元30元,O O B-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O
7555,接30容易姐出来，调平额度到30。马上清。,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
7556,拢共分三步：1）接30容易姐出来，调平额度30。马上还清2）再借20出来调平额度到50，再还清。3）拍拍手收！...,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O
7557,第一次借了3w，额度可以调整为10+30，马上借的按钮变成灰色。还了以后再借了20w，就可以调整为50w了，感谢大佬,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7558,为啥不直出？建是开玩笑么,O O O O O O B-BANK O O O O O
7559,已销：交民生浦发中行,O O O B-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK
7560,账用。所以我觉得还是中行的最好，什么都不需要。APP也还行。,O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O
7561,转账说一天几十万都可以，随便转，不给办，我要有五百万当时就把卡扔他脸上了。。。转账还限额,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N
7562,是做菠菜基本没用，工商的app日累计20w，月累计100w根没用,O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
7563,去机万给??我说以前口令卡??丢失了??不能转账??就给办了,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O
7564,u，密用用哪个,O O O O O O O
7565,如果单是限额题，众卡能满足你；如果是网银的权限问题，那就只能死磕Ukey了。,O O O O O O O O I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
7566,主要还今年严打菠菜和杀猪盘诈骗洗钱。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O
7567,密码器估计可以办，U盾想了，行也这样，上次我去办一个，说现在严格，必须要流水申请，达到1000W还是多少，现在一般手机银行最高都可转100W了，所以要不要U盾无所谓，...,O O O O O O O O O B-PRODUCT I-PRODUCT I-COMMENTS_ADJ O O I-BANK O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
7568,啊，上次9月我还调平过。,O O O O O O O O O O O O
7569,微众？网贷平台么,O O O B-PRODUCT I-PRODUCT O O O
7570,我里跨省信用卡账户目前调整不了,O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O
7571,卡里钱不多可能，不知道多存点钱会不会不样,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O
7572,网020是u盾手续费就可以～像20～,O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O
7573,民生是这样，给也不给办，要拿银日均转账20万的流水才给办，别的行办也费劲,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
7574,这个卡是不是没有点数可以龙腾吃饭必须3136外币白金卡才可以吗？直接刷20第二年没有完全版龙腾可以用吗？如果是异地,O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7575,无币,B-PRODUCT O
7576,香白3环球M，结果天去领卡，是国航白，无语！不知道是不是柜台人员操作失误了国航白有没有必要留？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
7577,你都已经开了，已经上什么值不得的问了,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O
7578,你可看看e生活，里面显示年费，看是哪种。一万15次的话，我也申。,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O
7579,种说法不成立，简单的说：有需求就上（转账限额，意味着大额转账，有钱）。没需求要也没用（小额转账，手机银行即可，达不20万以上）。纯收藏、或个人收集爱好请忽略...,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7580,很多是为了手机银行的全功能一个权限，不希望出现一个有用功能不能使用，需要安全工具，偏偏又没有。??早期的时候工商自查征信，必须U盾（后来才支持刷脸的），这就...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O
7581,果手请提前就要准备几点几率还是很大的,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
7582,工商对安全要求太高，比如说开通对外转账，刷脸加u盾再加密码，三要素才能对外转账，要么就是去柜台开通,B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7583,没U盾可以加新卡啊，验证码就行,O B-PRODUCT I-PRODUCT O O O O O O O O O O O O
7584,啊，这段时间说名下没有可手动调额的卡。就是因为这个没有U盾？,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O
7585,就是柜或网点的个人行为吧；我要盾没用，去办卡说盾就给了，也没要，我同事密码器已不够用了，去申请盾，不给，最后还是给了密码器。你说气人不气人...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7586,一个月转转限额00万，去补个盾还没有，真是店大欺客，废了以后改用招商方便，服务也好,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK O O O O O O O
7587,最优还款是什么意思呢,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O
7588,最是最低的意，俺文化低从来不去工行app看，直接看云闪付,B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT
7589,兑礼品。充话试试，各种羊毛都可以薅起来，超值,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7590,银码银联天到账，有一样的么,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
7591,工有一元，么十块钱外卖券，视频会员各种羊毛都是一块钱，不过手也要快,B-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7592,缓冲期么意思啊，而且我工行信用卡一个月都花不了300块钱怎么还是5星级,O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O
7593,每个都白捡200费多好，视频会员那没有话费合适,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
7594,机快递安检，接送机，洗牙之类的,O O O O O O O O O O O O O O O
7595,实在不行就拒绝我，我一轻小伙都快被熬成老头子了。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
7596,01环球旅多久更年规？4初的还是2免星座白是示20，倒是了没过,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O
7597,不觉得有这个短信就有实体卡吧，而且这短信只是个默认的模板。,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
7598,任何一家银行数卡就是有实体卡的,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
7599,中行有必要留着吗？下卡额度一直没动过。刚下卡的那一年还给个几千临时，现在这几年临时都不给了,B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O
7600,中行??南航白??农行??悠白??工行??生肖金??建行??全球支付????广州??南航白??还想精简的话~~1-农行干掉、2-中行干掉，3-广州小建议-工行换成生肖白..凑个白...,B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK O O O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
7601,银行的卡都比你多，哈哈。书归正传，你广发和交通留着干嘛呢？,O O O B-PRODUCT O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O O O O O O
7602,留建，广州，其它消了。农提不了，中国没砖提不了，交通没必要留，广发太低了也消了吧。然后半年内不要申卡。半年后申请第4行，很大概率直接下3-5万左右...,O B-BANK O B-BANK I-BANK O O O O O O B-BANK O O O O O O O O O O O O B-BANK I-BANK O O O O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O
7603,书归传，你广发和交留着干嘛呢？,O O O O O B-BANK I-BANK O B-BANK O O O O O O
7604,卡办卡还有用吗？。。线下找过几次卡员都说没什么效果,B-PRODUCT O B-PRODUCT O O O O O O O O O O O O O B-PRODUCT O O O O O O O O
7605,7星级客户多年了，手里有张微信金卡，额度5万，又办了张无界卡，额度没变。但是怎么,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
7606,看这说才10000元或15次就免，2W的额度感觉刷20太麻烦了，得10个月，每月用2W,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O
7607,了，工行app还有e生活都是刷15笔或者消费1万，要是明年工行扣我年费我就拿app的信息投诉,O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
7608,那的我，浦发很容易呀,O O O O B-BANK I-BANK O O O O
7609,靠显示有融e借5万，但是借不出来。，提示失败。有人遇到过吗？？,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O
7610,去网点个储蓄卡就可以了,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
7611,山东对征信的严，我的农行卡额度10万，审了很久,O O O B-PRODUCT I-PRODUCT O O O O O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7612,期久柜的呀我都冻结一年多了只能去柜台结清,I-COMMENTS_N I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
7613,信上已经漂白了，拿去银行问了，说没问题,I-PRODUCT O O O O O O O O O O O O O O O O O O
7614,是这样的，目前知道工商和中国银行是这，我的是工商，其它行就不清楚了,O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK I-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O O O O
7615,我也是工行，昨天刚成呆账核销。我问风险部那边来着，呆账还清了，征信上会显示逾期…,O O O B-BANK I-BANK O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O
7616,你信上呆是什么时候形成的？,O I-PRODUCT O B-COMMENTS_N O O O O O O O O O
7617,最新回复，，，直接洗了，房110万，建行（四大行审核比其它一些）已经，，次查征信,O O O O O O O O O B-COMMENTS_N O O B-PRODUCT O O O O O B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT
7618,建招商有水，农有水，商没冲！,B-BANK B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O B-BANK B-COMMENTS_N I-COMMENTS_N O I-BANK O O O
7619,养卡的话年只申一两张很正常。因为想额度高点么,O B-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O
7620,你卡了吗，银行度啊,O B-PRODUCT O O O I-BANK I-BANK O O
7621,我是直接用app跳转微信值的油卡。你说的跳转微信失败以前遇过，APP关闭，过会再尝试就好了，其他问题就不清楚了。按理说工行的这个充值优惠名额一天都用不完的...,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
7622,不算去推安好车得加服很,O O O O I-BANK B-PRODUCT I-PRODUCT O O I-COMMENTS_ADJ O
7623,"三有啊，我今天还,招行活动很多",O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ
7624,悲剧了，惠出来了，结果不支持信用卡支付:o,O O O O I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O
7625,人发文，需要您的多多支持与鼓励~17号,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
7626,中信那么快？,B-BANK I-BANK O O B-COMMENTS_ADJ O
7627,银行现在给我两条路，一条一性还清，一条半年还清，13万，哪个我也做不到，现在还冻着我名下银行，生都困难了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
7628,强制执行不会冻结自动扣吗？还有得选还不还的？:?212都到执行这步了，上诉都不行。只能找证据说之前的判决有问题，然后申请再审。...,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O
7629,请被行申请执行的时候通知么。我昨天才收到判决书的，本金5万多，招行的。不想家里出钱了，自己抗。不知道咋弄...,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O
7630,如果被起诉是要还本吗？逾期后产生的利息还要还不,O O O O O O O O B-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O
7631,融e借还了信用卡造的控你不能用工行卡入帐的贷直信卡，为什么转他行借记卡上再还款呢？...,B-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK I-PRODUCT O O O B-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O
7632,工行无界白_100k　,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
7633,天工商给我打电话了，说按理来说应该让我马上还清，降额只是警告！让我以后不要以贷还贷。,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O
